Author,in,the,god,and,was,without,upon,of,said,let,there,be,that,it,from,he,were,which,unto,one,forth,his,whose,is,to,them,for,also,hath,may,every,their,make,man,our,have,all,him,shall,wherein,had,thus,because,these,are,when,they,lord,not,till,but,into,became,whom,out,thence,where,thou,shalt,thereof,should,will,an,what,would,her,now,my,therefore,more,than,yea,ye,we,do,your,as,thee,thy,with,who,me,hast,did,whence,how,many,by,no,wherefore,throughout,then,himself,say,again,according,among,like,doeth,yet,thine,lest,been,neither,or,moreover,upward,whither,those,whereby,cometh,if,some,oftentimes,other,much,therein,being,thereupon,outward,shouldest,whereof,henceforth,underneath,whereunto,abundance,thereby,ought,therewith,notwithstanding,could,hereof,thereon,thyself,didst,hence,each,must,once,verily,inasmuch,downward,wherewith,such,whoso,ever,whereto,therefrom,forthwith,thereunto,becometh,oft,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,b_percentage_use,g_percentage_use,o_percentage_use,d_percentage_use,c_percentage_use,r_percentage_use,a_percentage_use,v_percentage_use,w_percentage_use,s_percentage_use,u_percentage_use,f_percentage_use,m_percentage_use,k_percentage_use,p_percentage_use,l_percentage_use,y_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,0.0,7.0,0.0,27.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03255813953488372,0.07596899224806201,0.06821705426356589,0.040310077519379844,0.08992248062015504,0.06821705426356589,0.04496124031007752,0.07596899224806201,0.06201550387596899,0.012403100775193798,0.034108527131782945,0.2062015503875969,0.004651162790697674,0.0015503875968992248,0.06666666666666667,0.007751937984496124,0.015503875968992248,0.03565891472868217,0.007751937984496124,0.006201550387596899,0.006201550387596899,0.0,0.0,0.021705426356589147,0.013953488372093023,0.0,144,4.479166666666667,14.4,48.99844961240311
Mark,4.0,13.0,1.0,8.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07766990291262135,0.07572815533980583,0.07766990291262135,0.07766990291262135,0.13009708737864079,0.015533980582524271,0.017475728155339806,0.06796116504854369,0.04854368932038835,0.021359223300970873,0.05436893203883495,0.07184466019417475,0.003883495145631068,0.02330097087378641,0.06796116504854369,0.013592233009708738,0.03300970873786408,0.017475728155339806,0.003883495145631068,0.02524271844660194,0.036893203883495145,0.017475728155339806,0.0,0.011650485436893204,0.003883495145631068,0.0,126,4.087301587301587,20.833333333333332,70.99417475728156
Luke,13.0,42.0,4.0,32.0,6.0,1.0,1.0,26.0,3.0,0.0,2.0,5.0,6.0,2.0,3.0,8.0,4.0,3.0,7.0,0.0,1.0,6.0,0.0,1.0,14.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,6.0,10.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061946902654867256,0.07227138643067847,0.09292035398230089,0.08210422812192723,0.13126843657817108,0.01671583087512291,0.018682399213372666,0.06932153392330384,0.04965585054080629,0.019174041297935103,0.05604719764011799,0.08603736479842675,0.004916420845624385,0.021140609636184856,0.0599803343166175,0.02064896755162242,0.02753195673549656,0.023107177974434612,0.0058997050147492625,0.01327433628318584,0.04523107177974434,0.012291052114060964,0.0009832841691248771,0.0024582104228121925,0.0024582104228121925,0.0,487,4.176591375770021,23.047619047619047,283.99606686332356
John,5.0,25.0,6.0,13.0,16.0,1.0,0.0,13.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05861664712778429,0.07620164126611957,0.10433763188745604,0.09613130128956623,0.11957796014067995,0.01875732708089097,0.031652989449003514,0.07502930832356389,0.04806565064478312,0.011723329425556858,0.03751465416178194,0.07854630715123095,0.008206330597889801,0.05041031652989449,0.05275498241500586,0.011723329425556858,0.0246189917936694,0.038686987104337635,0.0035169988276670576,0.0023446658851113715,0.038686987104337635,0.009378663540445486,0.0,0.0011723329425556857,0.0,0.0,232,3.6767241379310347,16.571428571428573,148.99765533411497
Paul,7.0,33.0,12.0,10.0,2.0,2.0,0.0,22.0,0.0,1.0,0.0,7.0,13.0,3.0,5.0,1.0,0.0,3.0,6.0,1.0,0.0,5.0,0.0,9.0,22.0,2.0,11.0,4.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06426592797783934,0.05263157894736842,0.10138504155124654,0.07257617728531857,0.11357340720221606,0.01662049861495845,0.026592797783933517,0.10083102493074793,0.034903047091412745,0.019944598337950138,0.056509695290858725,0.07202216066481995,0.010526315789473684,0.018836565096952907,0.06592797783933518,0.031578947368421054,0.030470914127423823,0.028808864265927978,0.003878116343490305,0.01551246537396122,0.032686980609418284,0.0221606648199446,0.000554016620498615,0.00443213296398892,0.0,0.000554016620498615,450,4.011111111111111,22.5,262.99778393351795
Unknown,3.0,8.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06321839080459771,0.07471264367816093,0.07758620689655173,0.10919540229885058,0.10057471264367816,0.020114942528735632,0.031609195402298854,0.07758620689655173,0.04597701149425287,0.0,0.04597701149425287,0.06321839080459771,0.0028735632183908046,0.02586206896551724,0.09195402298850575,0.020114942528735632,0.020114942528735632,0.02586206896551724,0.005747126436781609,0.034482758620689655,0.028735632183908046,0.02586206896551724,0.0028735632183908046,0.0028735632183908046,0.0,0.0,89,3.9101123595505616,29.666666666666668,49.99712643678162
James,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444444444446,0.03333333333333333,0.1111111111111111,0.05555555555555555,0.14444444444444443,0.022222222222222223,0.03333333333333333,0.06666666666666667,0.05555555555555555,0.03333333333333333,0.08888888888888889,0.08888888888888889,0.022222222222222223,0.022222222222222223,0.07777777777777778,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,21,4.285714285714286,21.0,10.988888888888885
Peter,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.050505050505050504,0.13131313131313133,0.050505050505050504,0.08080808080808081,0.010101010101010102,0.030303030303030304,0.0707070707070707,0.030303030303030304,0.04040404040404041,0.06060606060606061,0.1414141414141414,0.0,0.0,0.09090909090909091,0.04040404040404041,0.010101010101010102,0.0,0.0,0.050505050505050504,0.020202020202020204,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,18,5.5,18.0,6.98989898989899
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
